trip_id,trip_datetime,time_of_day,distance_km,duration_minutes,surge_multiplier,fare_kes,fuel_cost_kes,driver_payout_kes,platform_cost_kes,total_cost_kes,profit_kes,profit_margin_pct,profit_per_km,profit_per_minute,day_of_week,hour
871,2025-04-06 21:10:00,Off-Peak,15.11,25.54,1.07,970.43,181.62,766.64,51.15,999.41,-28.98,-2.99,-1.92,-1.13,Sunday,21
872,2025-01-04 04:54:00,Off-Peak,3.92,14.82,1.05,413.01,61.0,334.54,52.92,448.46,-35.45,-8.58,-9.04,-2.39,Saturday,4
873,2025-03-19 21:50:00,Off-Peak,6.09,11.41,1.13,530.72,74.24,387.43,38.83,500.5,30.22,5.69,4.96,2.65,Wednesday,21
874,2025-02-26 01:08:00,Off-Peak,1.26,6.57,1.08,152.42,22.23,112.79,22.35,157.37,-4.95,-3.25,-3.93,-0.75,Wednesday,1
875,2025-01-09 07:49:00,Peak,4.51,14.76,1.22,441.95,67.06,327.04,21.43,415.53,26.42,5.98,5.86,1.79,Thursday,7
876,2025-03-24 11:23:00,Off-Peak,7.78,10.58,1.03,557.78,125.26,457.38,56.69,639.33,-81.55,-14.62,-10.48,-7.71,Monday,11
877,2025-02-19 18:02:00,Peak,16.36,43.65,1.63,1702.55,280.08,1259.89,23.72,1563.69,138.86,8.16,8.49,3.18,Wednesday,18
878,2025-03-19 04:43:00,Off-Peak,9.43,19.66,1.13,726.11,126.46,566.37,51.39,744.22,-18.11,-2.49,-1.92,-0.92,Wednesday,4
879,2025-02-27 11:23:00,Off-Peak,4.76,12.21,1.01,429.12,72.54,334.71,22.78,430.03,-0.91,-0.21,-0.19,-0.07,Thursday,11
880,2025-02-26 02:36:00,Off-Peak,1.89,7.96,1.04,299.68,32.47,233.75,27.33,293.55,6.13,2.05,3.24,0.77,Wednesday,2
881,2025-01-18 16:23:00,Off-Peak,14.06,29.1,1.05,845.21,214.13,667.72,26.51,908.36,-63.15,-7.47,-4.49,-2.17,Saturday,16
882,2025-02-20 10:41:00,Off-Peak,4.6,9.74,1.13,399.09,66.06,307.3,31.08,404.44,-5.35,-1.34,-1.16,-0.55,Thursday,10
883,2025-02-05 07:07:00,Peak,7.76,21.51,1.21,700.09,110.27,511.07,36.23,657.57,42.52,6.07,5.48,1.98,Wednesday,7
884,2025-01-04 23:11:00,Off-Peak,4.77,9.03,1.02,411.8,68.21,325.32,24.99,418.52,-6.72,-1.63,-1.41,-0.74,Saturday,23
885,2025-03-05 16:24:00,Off-Peak,8.39,16.18,1.16,724.18,131.64,543.14,58.93,733.71,-9.53,-1.32,-1.14,-0.59,Wednesday,16
886,2025-04-27 17:07:00,Peak,13.68,39.35,1.31,1231.63,167.85,899.09,20.08,1087.02,144.61,11.74,10.57,3.67,Sunday,17
887,2025-02-03 08:45:00,Peak,10.27,29.01,1.59,1158.17,148.81,857.05,50.88,1056.74,101.43,8.76,9.88,3.5,Monday,8
888,2025-02-27 06:39:00,Peak,5.39,18.31,1.34,567.21,82.79,425.41,41.06,549.26,17.95,3.16,3.33,0.98,Thursday,6
889,2025-02-06 22:58:00,Off-Peak,14.27,25.1,1.02,916.14,238.59,696.27,23.42,958.28,-42.14,-4.6,-2.95,-1.68,Thursday,22
890,2025-03-04 06:07:00,Peak,18.55,49.41,1.35,1637.39,281.59,1326.29,24.8,1632.68,4.71,0.29,0.25,0.1,Tuesday,6
891,2025-01-18 02:28:00,Off-Peak,11.93,26.73,1.14,933.14,209.49,718.52,43.6,971.61,-38.47,-4.12,-3.22,-1.44,Saturday,2
892,2025-01-23 22:28:00,Off-Peak,4.88,13.24,1.17,476.82,71.54,367.15,32.61,471.3,5.52,1.16,1.13,0.42,Thursday,22
893,2025-01-12 21:54:00,Off-Peak,10.89,18.9,1.17,862.59,173.15,638.32,38.01,849.48,13.11,1.52,1.2,0.69,Sunday,21
894,2025-02-10 21:22:00,Off-Peak,11.85,29.21,1.08,843.17,143.5,691.4,41.97,876.87,-33.7,-4.0,-2.84,-1.15,Monday,21
895,2025-04-01 02:35:00,Off-Peak,5.46,11.74,1.13,478.24,73.33,387.37,42.93,503.63,-25.39,-5.31,-4.65,-2.16,Tuesday,2
896,2025-03-11 09:57:00,Peak,18.55,41.37,1.32,1472.37,313.31,1177.9,43.3,1534.51,-62.14,-4.22,-3.35,-1.5,Tuesday,9
897,2025-02-08 05:45:00,Off-Peak,13.3,23.99,1.06,810.54,206.42,607.9,22.8,837.12,-26.58,-3.28,-2.0,-1.11,Saturday,5
898,2025-04-01 22:40:00,Off-Peak,5.65,14.46,1.18,550.75,99.89,429.58,49.62,579.09,-28.34,-5.15,-5.02,-1.96,Tuesday,22
899,2025-01-23 11:32:00,Off-Peak,4.87,8.86,1.0,373.34,80.45,283.74,31.74,395.93,-22.59,-6.05,-4.64,-2.55,Thursday,11
900,2025-01-29 03:12:00,Off-Peak,11.69,21.54,1.02,755.43,171.84,574.13,24.58,770.55,-15.12,-2.0,-1.29,-0.7,Wednesday,3
901,2025-04-12 04:15:00,Off-Peak,21.58,42.06,1.04,1332.95,359.74,973.05,24.09,1356.88,-23.93,-1.8,-1.11,-0.57,Saturday,4
902,2025-04-12 15:01:00,Off-Peak,2.54,8.34,1.01,250.02,37.62,182.51,29.48,249.61,0.41,0.16,0.16,0.05,Saturday,15
903,2025-02-16 17:36:00,Peak,8.65,21.36,1.31,817.12,120.93,670.04,45.15,836.12,-19.0,-2.33,-2.2,-0.89,Sunday,17
904,2025-02-17 14:51:00,Off-Peak,10.77,20.28,1.12,765.0,132.26,596.7,38.88,767.84,-2.84,-0.37,-0.26,-0.14,Monday,14
905,2025-03-12 04:39:00,Off-Peak,13.6,26.32,1.08,902.81,233.78,650.02,24.28,908.08,-5.27,-0.58,-0.39,-0.2,Wednesday,4
906,2025-04-24 02:04:00,Off-Peak,10.84,17.8,1.18,676.99,157.29,541.59,21.29,720.17,-43.18,-6.38,-3.98,-2.43,Thursday,2
907,2025-02-09 12:45:00,Off-Peak,4.65,10.61,1.16,440.17,74.91,321.32,20.99,417.22,22.95,5.21,4.94,2.16,Sunday,12
908,2025-04-03 15:33:00,Off-Peak,2.31,5.63,1.07,229.34,29.85,181.18,36.84,247.87,-18.53,-8.08,-8.02,-3.29,Thursday,15
909,2025-02-22 13:52:00,Off-Peak,5.26,14.74,1.05,425.05,89.26,331.54,51.53,472.33,-47.28,-11.12,-8.99,-3.21,Saturday,13
910,2025-03-15 02:08:00,Off-Peak,10.61,24.32,1.08,722.4,179.84,527.35,42.95,750.14,-27.74,-3.84,-2.61,-1.14,Saturday,2
911,2025-02-10 20:04:00,Peak,4.3,13.44,1.55,543.89,64.03,418.8,52.39,535.22,8.67,1.59,2.02,0.65,Monday,20
912,2025-02-27 14:43:00,Off-Peak,14.92,34.9,1.05,971.47,239.17,699.46,32.78,971.41,0.06,0.01,0.0,0.0,Thursday,14
913,2025-03-08 11:08:00,Off-Peak,5.96,11.92,1.12,510.66,90.17,372.78,25.61,488.56,22.1,4.33,3.71,1.85,Saturday,11
914,2025-04-23 17:40:00,Peak,4.1,13.33,1.45,581.6,62.77,424.57,52.12,539.46,42.14,7.25,10.28,3.16,Wednesday,17
915,2025-03-17 05:49:00,Off-Peak,9.28,19.54,1.11,692.7,160.82,519.53,49.11,729.46,-36.76,-5.31,-3.96,-1.88,Monday,5
916,2025-01-17 13:32:00,Off-Peak,5.55,14.4,1.09,450.37,98.79,360.3,43.56,502.65,-52.28,-11.61,-9.42,-3.63,Friday,13
917,2025-04-27 01:53:00,Off-Peak,4.78,10.02,1.06,387.79,67.88,294.72,55.51,418.11,-30.32,-7.82,-6.34,-3.03,Sunday,1
918,2025-01-16 16:09:00,Off-Peak,20.01,42.5,1.19,1457.51,279.94,1136.86,45.23,1462.03,-4.52,-0.31,-0.23,-0.11,Thursday,16
919,2025-02-08 05:10:00,Off-Peak,4.28,11.98,1.15,434.55,59.15,317.22,41.03,417.4,17.15,3.95,4.01,1.43,Saturday,5
920,2025-02-11 22:14:00,Off-Peak,5.13,14.04,1.03,371.77,85.26,301.13,40.09,426.48,-54.71,-14.72,-10.66,-3.9,Tuesday,22
921,2025-02-14 16:57:00,Off-Peak,9.36,22.33,1.17,712.44,152.94,548.58,44.7,746.22,-33.78,-4.74,-3.61,-1.51,Friday,16
922,2025-02-06 02:16:00,Off-Peak,14.78,31.55,1.1,1005.8,181.2,724.18,40.67,946.05,59.75,5.94,4.04,1.89,Thursday,2
923,2025-01-26 20:35:00,Peak,8.8,23.8,1.74,1057.13,110.26,813.99,30.91,955.16,101.97,9.65,11.59,4.28,Sunday,20
924,2025-02-05 04:40:00,Off-Peak,6.97,16.76,1.16,559.38,110.68,413.94,58.15,582.77,-23.39,-4.18,-3.36,-1.4,Wednesday,4
925,2025-02-08 19:34:00,Peak,21.43,74.29,1.46,2010.07,292.52,1487.45,58.32,1838.29,171.78,8.55,8.02,2.31,Saturday,19
926,2025-01-12 16:41:00,Off-Peak,4.96,12.07,1.0,403.4,62.25,314.65,26.67,403.57,-0.17,-0.04,-0.03,-0.01,Sunday,16
927,2025-01-22 18:37:00,Peak,4.98,13.86,1.36,559.45,72.11,413.99,41.22,527.32,32.13,5.74,6.45,2.32,Wednesday,18
928,2025-01-20 05:42:00,Off-Peak,4.32,11.47,1.11,402.26,74.56,297.67,51.58,423.81,-21.55,-5.36,-4.99,-1.88,Monday,5
929,2025-03-21 23:57:00,Off-Peak,8.46,14.77,1.13,670.1,120.13,515.98,22.19,658.3,11.8,1.76,1.39,0.8,Friday,23
930,2025-03-19 10:53:00,Off-Peak,3.44,10.65,1.05,351.97,55.62,260.46,24.94,341.02,10.95,3.11,3.18,1.03,Wednesday,10
931,2025-04-29 18:02:00,Peak,2.8,11.64,1.28,334.4,48.72,244.11,41.8,334.63,-0.23,-0.07,-0.08,-0.02,Tuesday,18
932,2025-04-16 00:05:00,Off-Peak,5.12,13.84,1.17,461.87,66.66,351.02,21.13,438.81,23.06,4.99,4.5,1.67,Wednesday,0
933,2025-01-06 20:49:00,Peak,1.81,12.29,1.79,443.68,28.34,323.89,53.32,405.55,38.13,8.59,21.07,3.1,Monday,20
934,2025-03-15 08:41:00,Peak,7.76,24.86,1.52,858.72,135.41,695.56,54.93,885.9,-27.18,-3.17,-3.5,-1.09,Saturday,8
935,2025-01-27 18:26:00,Peak,8.47,22.13,1.3,735.58,111.47,566.4,49.45,727.32,8.26,1.12,0.98,0.37,Monday,18
936,2025-03-21 20:01:00,Peak,9.42,26.02,1.36,859.98,168.9,619.19,52.89,840.98,19.0,2.21,2.02,0.73,Friday,20
937,2025-03-05 20:34:00,Peak,11.19,36.39,1.21,967.38,158.79,715.86,46.87,921.52,45.86,4.74,4.1,1.26,Wednesday,20
938,2025-02-07 20:19:00,Peak,5.22,14.17,1.75,681.41,69.48,558.76,25.67,653.91,27.5,4.04,5.27,1.94,Friday,20
939,2025-03-03 07:51:00,Peak,13.75,39.78,1.27,1129.21,234.16,869.49,21.19,1124.84,4.37,0.39,0.32,0.11,Monday,7
940,2025-04-14 21:25:00,Off-Peak,12.92,23.51,1.12,941.58,191.35,715.6,53.92,960.87,-19.29,-2.05,-1.49,-0.82,Monday,21
941,2025-02-08 14:04:00,Off-Peak,3.08,8.0,1.05,302.9,49.34,227.18,48.29,324.81,-21.91,-7.23,-7.11,-2.74,Saturday,14
942,2025-03-30 01:10:00,Off-Peak,6.34,12.44,1.11,601.4,94.72,457.06,35.94,587.72,13.68,2.27,2.16,1.1,Sunday,1
943,2025-02-26 13:30:00,Off-Peak,0.82,5.0,1.13,265.18,13.01,196.23,51.87,261.11,4.07,1.53,4.96,0.81,Wednesday,13
944,2025-03-01 06:21:00,Peak,13.87,38.16,1.7,1438.32,169.35,1136.27,22.13,1327.75,110.57,7.69,7.97,2.9,Saturday,6
945,2025-03-19 04:20:00,Off-Peak,11.07,26.53,1.04,710.28,156.09,546.92,32.76,735.77,-25.49,-3.59,-2.3,-0.96,Wednesday,4
946,2025-04-21 22:20:00,Off-Peak,15.82,29.59,1.0,953.37,252.17,762.7,33.67,1048.54,-95.17,-9.98,-6.02,-3.22,Monday,22
947,2025-04-04 11:25:00,Off-Peak,2.02,5.0,1.03,225.77,28.48,169.33,24.2,222.01,3.76,1.67,1.86,0.75,Friday,11
948,2025-01-17 11:32:00,Off-Peak,8.96,22.05,1.18,750.18,149.18,540.13,49.67,738.98,11.2,1.49,1.25,0.51,Friday,11
949,2025-03-13 03:20:00,Off-Peak,4.54,12.88,1.17,466.12,80.68,382.22,51.1,514.0,-47.88,-10.27,-10.55,-3.72,Thursday,3
950,2025-01-31 14:07:00,Off-Peak,1.24,6.65,1.12,166.76,15.15,128.41,43.33,186.89,-20.13,-12.07,-16.23,-3.03,Friday,14
951,2025-02-04 14:15:00,Off-Peak,12.09,25.51,1.12,905.08,207.1,660.71,36.71,904.52,0.56,0.06,0.05,0.02,Tuesday,14
952,2025-01-19 03:03:00,Off-Peak,2.58,8.31,1.13,381.79,33.57,278.71,44.28,356.56,25.23,6.61,9.78,3.04,Sunday,3
953,2025-02-07 12:55:00,Off-Peak,8.24,18.52,1.04,533.17,144.2,405.21,55.94,605.35,-72.18,-13.54,-8.76,-3.9,Friday,12
954,2025-03-20 13:15:00,Off-Peak,4.5,12.14,1.18,422.88,79.56,334.08,34.31,447.95,-25.07,-5.93,-5.57,-2.07,Thursday,13
955,2025-04-21 05:52:00,Off-Peak,7.34,16.94,1.08,546.73,113.18,415.51,33.37,562.06,-15.33,-2.8,-2.09,-0.9,Monday,5
956,2025-02-11 18:46:00,Peak,11.29,37.89,1.43,1164.99,167.88,931.99,44.91,1144.78,20.21,1.73,1.79,0.53,Tuesday,18
957,2025-02-10 06:48:00,Peak,7.35,28.03,1.51,910.56,121.64,682.92,47.35,851.91,58.65,6.44,7.98,2.09,Monday,6
958,2025-01-21 15:32:00,Off-Peak,3.38,6.64,1.01,284.4,59.18,204.77,38.31,302.26,-17.86,-6.28,-5.28,-2.69,Tuesday,15
959,2025-03-01 15:56:00,Off-Peak,20.31,44.25,1.03,1228.97,271.95,884.86,54.38,1211.19,17.78,1.45,0.88,0.4,Saturday,15
960,2025-02-09 15:01:00,Off-Peak,5.27,12.61,1.15,509.39,75.31,412.61,34.09,522.01,-12.62,-2.48,-2.39,-1.0,Sunday,15
961,2025-01-12 12:32:00,Off-Peak,3.9,11.15,1.02,338.57,56.59,277.63,45.64,379.86,-41.29,-12.2,-10.59,-3.7,Sunday,12
962,2025-02-28 07:13:00,Peak,6.2,22.23,1.56,770.27,105.83,562.3,46.71,714.84,55.43,7.2,8.94,2.49,Friday,7
963,2025-03-16 11:03:00,Off-Peak,2.06,7.86,1.05,294.73,26.41,215.15,31.79,273.35,21.38,7.25,10.38,2.72,Sunday,11
964,2025-01-07 09:31:00,Peak,4.16,16.27,1.43,561.66,65.48,454.94,20.75,541.17,20.49,3.65,4.93,1.26,Tuesday,9
965,2025-03-18 20:43:00,Peak,5.49,16.48,1.37,604.82,77.46,441.52,53.06,572.04,32.78,5.42,5.97,1.99,Tuesday,20
966,2025-03-02 09:34:00,Peak,7.74,25.19,1.41,749.98,133.98,554.99,39.3,728.27,21.71,2.89,2.8,0.86,Sunday,9
967,2025-01-02 03:27:00,Off-Peak,6.79,13.92,1.14,572.69,95.33,458.15,23.82,577.3,-4.61,-0.8,-0.68,-0.33,Thursday,3
968,2025-01-18 08:46:00,Peak,8.98,33.69,1.38,948.97,160.47,778.16,58.3,996.93,-47.96,-5.05,-5.34,-1.42,Saturday,8
969,2025-02-16 12:23:00,Off-Peak,6.37,10.87,1.11,529.82,77.01,407.96,31.86,516.83,12.99,2.45,2.04,1.2,Sunday,12
970,2025-01-06 12:03:00,Off-Peak,12.83,28.96,1.1,839.6,172.44,621.3,38.98,832.72,6.88,0.82,0.54,0.24,Monday,12
971,2025-03-14 17:12:00,Peak,9.97,29.67,1.6,1132.55,146.96,906.04,39.36,1092.36,40.19,3.55,4.03,1.35,Friday,17
972,2025-02-16 17:18:00,Peak,8.54,29.49,1.76,1066.94,115.63,810.87,34.83,961.33,105.61,9.9,12.37,3.58,Sunday,17
973,2025-01-10 12:32:00,Off-Peak,14.13,27.23,1.15,898.4,232.01,673.8,26.06,931.87,-33.47,-3.73,-2.37,-1.23,Friday,12
974,2025-02-27 17:17:00,Peak,14.13,45.22,1.33,1239.68,238.66,954.55,48.17,1241.38,-1.7,-0.14,-0.12,-0.04,Thursday,17
975,2025-04-16 19:43:00,Peak,7.12,26.06,1.22,618.62,115.27,501.08,27.82,644.17,-25.55,-4.13,-3.59,-0.98,Wednesday,19
976,2025-03-20 03:08:00,Off-Peak,5.09,13.8,1.05,424.38,90.7,314.04,47.29,452.03,-27.65,-6.52,-5.43,-2.0,Thursday,3
977,2025-01-13 12:23:00,Off-Peak,7.55,17.62,1.12,543.95,111.29,413.4,52.08,576.77,-32.82,-6.03,-4.35,-1.86,Monday,12
978,2025-04-12 10:35:00,Off-Peak,6.01,13.89,1.01,442.02,107.46,335.94,20.93,464.33,-22.31,-5.05,-3.71,-1.61,Saturday,10
979,2025-05-01 11:48:00,Off-Peak,4.95,12.91,1.1,368.88,63.11,295.1,49.27,407.48,-38.6,-10.46,-7.8,-2.99,Thursday,11
980,2025-01-19 06:38:00,Peak,7.36,19.36,1.56,797.65,125.71,630.14,45.52,801.37,-3.72,-0.47,-0.51,-0.19,Sunday,6
981,2025-03-07 12:32:00,Off-Peak,8.37,18.6,1.07,624.48,102.37,499.58,27.83,629.78,-5.3,-0.85,-0.63,-0.28,Friday,12
982,2025-01-06 01:02:00,Off-Peak,9.67,22.51,1.15,812.76,146.89,642.08,44.81,833.78,-21.02,-2.59,-2.17,-0.93,Monday,1
983,2025-01-18 22:21:00,Off-Peak,15.51,27.29,1.02,934.46,231.25,728.88,36.83,996.96,-62.5,-6.69,-4.03,-2.29,Saturday,22
984,2025-04-13 15:33:00,Off-Peak,7.84,18.65,1.02,557.81,134.38,407.2,23.38,564.96,-7.15,-1.28,-0.91,-0.38,Sunday,15
985,2025-02-28 04:38:00,Off-Peak,6.47,13.96,1.15,568.97,104.81,455.18,40.95,600.94,-31.97,-5.62,-4.94,-2.29,Friday,4
986,2025-04-25 16:08:00,Off-Peak,11.91,24.72,1.1,846.53,174.48,660.29,58.93,893.7,-47.17,-5.57,-3.96,-1.91,Friday,16
987,2025-02-11 19:20:00,Peak,3.64,14.69,1.61,569.77,63.23,450.12,45.95,559.3,10.47,1.84,2.88,0.71,Tuesday,19
988,2025-01-21 12:39:00,Off-Peak,1.83,9.31,1.09,289.11,31.7,231.29,33.22,296.21,-7.1,-2.46,-3.88,-0.76,Tuesday,12
989,2025-04-05 09:37:00,Peak,8.88,26.77,1.35,830.78,107.89,623.08,42.54,773.51,57.27,6.89,6.45,2.14,Saturday,9
990,2025-02-13 16:53:00,Off-Peak,5.26,12.48,1.16,440.18,90.63,334.54,49.51,474.68,-34.5,-7.84,-6.56,-2.76,Thursday,16
991,2025-03-07 17:31:00,Peak,5.53,13.19,1.68,719.47,83.83,553.99,26.25,664.07,55.4,7.7,10.02,4.2,Friday,17
992,2025-04-01 18:19:00,Peak,3.58,15.83,1.62,464.75,60.97,348.56,41.15,450.68,14.07,3.03,3.93,0.89,Tuesday,18
993,2025-03-02 00:23:00,Off-Peak,13.4,25.58,1.05,784.45,175.41,588.34,40.27,804.02,-19.57,-2.49,-1.46,-0.77,Sunday,0
994,2025-02-12 21:07:00,Off-Peak,1.89,6.93,1.12,320.52,24.4,256.42,35.06,315.88,4.64,1.45,2.46,0.67,Wednesday,21
995,2025-02-23 18:19:00,Peak,9.45,24.81,1.42,960.59,154.32,768.47,49.88,972.67,-12.08,-1.26,-1.28,-0.49,Sunday,18
996,2025-04-12 23:55:00,Off-Peak,6.53,16.25,1.02,461.24,89.13,368.99,42.6,500.72,-39.48,-8.56,-6.05,-2.43,Saturday,23
997,2025-03-30 20:01:00,Peak,16.09,41.5,1.75,1718.38,246.98,1357.52,47.96,1652.46,65.92,3.84,4.1,1.59,Sunday,20
998,2025-03-18 15:16:00,Off-Peak,11.94,23.94,1.03,797.35,192.59,598.01,43.84,834.44,-37.09,-4.65,-3.11,-1.55,Tuesday,15
999,2025-03-25 18:36:00,Peak,2.89,14.95,1.77,576.56,45.26,432.42,51.24,528.92,47.64,8.26,16.48,3.19,Tuesday,18
1000,2025-01-30 23:03:00,Off-Peak,9.98,21.13,1.09,676.76,161.58,521.11,45.36,728.05,-51.29,-7.58,-5.14,-2.43,Thursday,23
1001,2025-03-16 15:10:00,Off-Peak,8.72,18.82,1.04,606.13,137.08,484.9,47.11,669.09,-62.96,-10.39,-7.22,-3.35,Sunday,15
1002,2025-03-09 20:46:00,Peak,6.21,18.35,1.53,651.38,88.62,488.54,29.02,606.18,45.2,6.94,7.28,2.46,Sunday,20
1003,2025-03-21 12:09:00,Off-Peak,9.5,24.13,1.17,735.94,119.13,588.75,53.83,761.71,-25.77,-3.5,-2.71,-1.07,Friday,12
1004,2025-04-16 21:15:00,Off-Peak,4.15,7.05,1.15,375.75,71.09,281.81,26.21,379.11,-3.36,-0.89,-0.81,-0.48,Wednesday,21
1005,2025-01-05 18:44:00,Peak,6.97,24.65,1.68,900.68,119.05,675.51,33.59,828.15,72.53,8.05,10.41,2.94,Sunday,18
1006,2025-01-15 06:01:00,Peak,6.61,23.35,1.6,905.99,79.52,724.79,55.58,859.89,46.1,5.09,6.97,1.97,Wednesday,6
1007,2025-02-26 10:26:00,Off-Peak,3.72,11.96,1.14,335.01,63.43,264.66,24.34,352.43,-17.42,-5.2,-4.68,-1.46,Wednesday,10
1008,2025-01-20 13:44:00,Off-Peak,5.26,13.6,1.17,541.08,67.91,400.4,54.67,522.98,18.1,3.35,3.44,1.33,Monday,13
1009,2025-01-27 13:32:00,Off-Peak,4.66,15.02,1.05,386.0,65.24,308.8,39.01,413.05,-27.05,-7.01,-5.8,-1.8,Monday,13
1010,2025-04-10 19:58:00,Peak,8.37,30.26,1.49,893.03,121.2,714.42,27.34,862.96,30.07,3.37,3.59,0.99,Thursday,19
1011,2025-03-02 23:46:00,Off-Peak,13.87,32.51,1.04,950.93,223.03,760.74,49.49,1033.26,-82.33,-8.66,-5.94,-2.53,Sunday,23
1012,2025-01-08 22:08:00,Off-Peak,2.41,8.66,1.2,287.78,30.25,221.59,31.36,283.2,4.58,1.59,1.9,0.53,Wednesday,22
1013,2025-03-08 06:35:00,Peak,8.53,27.16,1.77,1048.47,144.67,786.35,47.12,978.14,70.33,6.71,8.25,2.59,Saturday,6
1014,2025-02-11 21:30:00,Off-Peak,4.54,9.33,1.01,389.57,80.18,311.66,51.64,443.48,-53.91,-13.84,-11.87,-5.78,Tuesday,21
1015,2025-03-09 12:20:00,Off-Peak,11.49,21.44,1.14,842.9,203.6,657.46,42.77,903.83,-60.93,-7.23,-5.3,-2.84,Sunday,12
1016,2025-01-23 14:58:00,Off-Peak,8.46,20.82,1.19,673.76,106.17,545.75,51.44,703.36,-29.6,-4.39,-3.5,-1.42,Thursday,14
1017,2025-03-10 10:34:00,Off-Peak,1.95,5.0,1.04,308.73,34.16,231.55,57.4,323.11,-14.38,-4.66,-7.37,-2.88,Monday,10
1018,2025-02-15 21:49:00,Off-Peak,7.37,16.59,1.11,554.93,113.57,455.04,42.02,610.63,-55.7,-10.04,-7.56,-3.36,Saturday,21
1019,2025-04-22 23:43:00,Off-Peak,5.99,12.65,1.18,455.65,98.0,346.29,26.09,470.38,-14.73,-3.23,-2.46,-1.16,Tuesday,23
1020,2025-03-24 22:16:00,Off-Peak,2.61,5.02,1.01,213.17,45.88,162.01,48.38,256.27,-43.1,-20.22,-16.51,-8.59,Monday,22
1021,2025-03-20 15:12:00,Off-Peak,4.59,13.77,1.14,386.88,73.3,286.29,36.4,395.99,-9.11,-2.35,-1.98,-0.66,Thursday,15
1022,2025-02-01 08:35:00,Peak,7.15,25.38,1.38,734.71,105.39,602.46,41.25,749.1,-14.39,-1.96,-2.01,-0.57,Saturday,8
1023,2025-02-08 07:19:00,Peak,4.68,14.26,1.75,735.58,70.9,529.62,45.07,645.59,89.99,12.23,19.23,6.31,Saturday,7
1024,2025-04-09 09:45:00,Peak,12.3,34.21,1.78,1369.76,198.15,1054.72,48.7,1301.57,68.19,4.98,5.54,1.99,Wednesday,9
1025,2025-01-27 22:45:00,Off-Peak,5.96,12.31,1.19,588.56,105.31,447.31,45.59,598.21,-9.65,-1.64,-1.62,-0.78,Monday,22
1026,2025-03-04 10:30:00,Off-Peak,4.36,9.67,1.09,358.37,75.6,265.19,29.31,370.1,-11.73,-3.27,-2.69,-1.21,Tuesday,10
1027,2025-02-14 17:59:00,Peak,7.42,19.65,1.72,892.34,114.71,704.95,49.93,869.59,22.75,2.55,3.07,1.16,Friday,17
1028,2025-04-30 23:17:00,Off-Peak,8.04,16.12,1.17,606.86,106.69,491.56,52.29,650.54,-43.68,-7.2,-5.43,-2.71,Wednesday,23
1029,2025-02-06 03:36:00,Off-Peak,11.55,23.17,1.06,754.82,162.62,558.57,21.51,742.7,12.12,1.61,1.05,0.52,Thursday,3
1030,2025-03-28 17:24:00,Peak,6.78,23.46,1.7,871.55,96.07,671.09,32.33,799.49,72.06,8.27,10.63,3.07,Friday,17
1031,2025-04-25 12:52:00,Off-Peak,7.84,17.82,1.01,543.45,107.72,423.89,59.11,590.72,-47.27,-8.7,-6.03,-2.65,Friday,12
1032,2025-02-14 04:18:00,Off-Peak,5.26,14.23,1.12,473.94,86.68,360.19,27.11,473.98,-0.04,-0.01,-0.01,-0.0,Friday,4
1033,2025-01-06 09:45:00,Peak,16.33,55.43,1.34,1357.81,277.94,1099.83,27.31,1405.08,-47.27,-3.48,-2.89,-0.85,Monday,9
1034,2025-01-11 11:59:00,Off-Peak,8.43,23.68,1.02,599.49,117.35,461.61,43.65,622.61,-23.12,-3.86,-2.74,-0.98,Saturday,11
1035,2025-02-26 20:16:00,Peak,7.26,15.44,1.25,654.35,124.0,536.57,33.53,694.1,-39.75,-6.07,-5.48,-2.57,Wednesday,20
1036,2025-04-06 15:13:00,Off-Peak,4.68,12.32,1.14,429.67,76.8,322.25,46.28,445.33,-15.66,-3.64,-3.35,-1.27,Sunday,15
1037,2025-01-26 17:17:00,Peak,12.47,33.11,1.4,1127.45,182.69,823.04,30.51,1036.24,91.21,8.09,7.31,2.75,Sunday,17
1038,2025-04-30 17:44:00,Peak,1.78,7.82,1.63,356.1,28.82,277.76,37.04,343.62,12.48,3.5,7.01,1.6,Wednesday,17
1039,2025-02-04 04:06:00,Off-Peak,7.44,16.39,1.01,567.33,123.65,453.86,59.94,637.45,-70.12,-12.36,-9.42,-4.28,Tuesday,4
1040,2025-03-20 23:37:00,Off-Peak,4.19,7.6,1.06,377.74,64.4,287.08,34.94,386.42,-8.68,-2.3,-2.07,-1.14,Thursday,23
1041,2025-01-31 07:03:00,Peak,10.85,30.13,1.52,1098.56,159.06,812.93,23.45,995.44,103.12,9.39,9.5,3.42,Friday,7
1042,2025-03-27 16:14:00,Off-Peak,8.1,19.77,1.16,674.03,102.14,532.48,49.7,684.32,-10.29,-1.53,-1.27,-0.52,Thursday,16
1043,2025-03-23 07:03:00,Peak,7.33,19.02,1.39,767.66,88.03,575.74,43.54,707.31,60.35,7.86,8.23,3.17,Sunday,7
1044,2025-01-13 13:21:00,Off-Peak,3.13,8.29,1.13,277.03,55.15,221.62,37.78,314.55,-37.52,-13.54,-11.99,-4.53,Monday,13
1045,2025-04-02 15:06:00,Off-Peak,6.28,15.97,1.18,570.17,85.41,427.63,56.35,569.39,0.78,0.14,0.12,0.05,Wednesday,15
